Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit
7038,CA-2018-161970,22/09/2018,27/09/2018,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Smyrna,Georgia,30080.0,South,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,12.96,2.5920000000000005
7039,CA-2018-161970,22/09/2018,27/09/2018,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Smyrna,Georgia,30080.0,South,OFF-AR-10003896,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,3.5880000000000005
7040,CA-2018-103443,17/12/2018,23/12/2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009.0,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,33.344
7041,CA-2018-103443,17/12/2018,23/12/2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,24.816,4.9632000000000005
7042,CA-2018-103443,17/12/2018,23/12/2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,24.872
7043,US-2018-165358,18/07/2018,23/07/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,599.97,119.99400000000001
7044,US-2018-165358,18/07/2018,23/07/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",198.744,39.7488
7045,US-2018-165358,18/07/2018,23/07/2018,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184,1.8368
7046,CA-2017-160136,03/11/2017,09/11/2017,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,9.248,1.8496
7047,CA-2015-150581,08/04/2015,12/04/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521.0,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.592,19.918400000000002
7048,CA-2015-150581,08/04/2015,12/04/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521.0,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,399.96,79.992
7049,CA-2017-119515,14/08/2017,16/08/2017,First Class,TR-21325,Toby Ritter,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,15.552,3.1104000000000003
7050,CA-2015-141355,25/09/2015,30/09/2015,Standard Class,BF-11005,Barry Franz,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2.9152000000000005
7051,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,41.92
7052,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,4.664000000000001
7053,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,6.196000000000001
7054,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,23.992
7055,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,72.784
7056,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,35.808,7.1616
7057,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,24.5376
7058,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892.136,178.4272
7059,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,10.044
7060,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,16.684
7061,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804.0,West,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.872,1.1744
7062,CA-2016-132633,03/02/2016,05/02/2016,Second Class,KH-16630,Ken Heidel,Corporate,United States,Pleasant Grove,Utah,84062.0,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,12.144,2.4288000000000003
7063,CA-2017-157742,29/12/2017,31/12/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",27.792,5.558400000000001
7064,CA-2018-127712,31/08/2018,05/09/2018,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Salem,Oregon,97301.0,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,6.208,1.2416
7065,CA-2018-169474,04/02/2018,09/02/2018,Standard Class,JF-15355,Jay Fein,Consumer,United States,Rochester,New York,14609.0,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,32.67,6.534000000000001
7066,CA-2015-106726,06/12/2015,08/12/2015,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90008.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,1261.33,252.266
7067,CA-2017-147473,30/05/2017,03/06/2017,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90049.0,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,38.88,7.776000000000001
7068,CA-2017-114209,21/05/2017,26/05/2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,0.39280000000000004
7069,CA-2017-114209,21/05/2017,26/05/2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82.656,16.531200000000002
7070,CA-2015-141901,09/08/2015,14/08/2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727.0,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5.98,1.1960000000000002
7071,CA-2017-164490,05/09/2017,10/09/2017,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,9.248,1.8496
7072,CA-2017-112256,23/07/2017,28/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501.0,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,4.448,0.8896000000000002
7073,CA-2017-112256,23/07/2017,28/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501.0,Central,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,5.184,1.0368000000000002
7074,CA-2017-112256,23/07/2017,28/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501.0,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,175.92,35.184
7075,CA-2017-112256,23/07/2017,28/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501.0,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,4.752,0.9504
7076,CA-2017-112256,23/07/2017,28/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501.0,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,13.344,2.6688
7077,CA-2017-167416,12/05/2017,17/05/2017,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Seattle,Washington,98105.0,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9,10.98
7078,CA-2017-106950,02/09/2017,06/09/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,4.5822
7079,CA-2017-106950,02/09/2017,06/09/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.456,61.891200000000005
7080,CA-2017-106950,02/09/2017,06/09/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,3.8912
7081,CA-2017-106950,02/09/2017,06/09/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,472.518,94.5036
7082,CA-2017-106950,02/09/2017,06/09/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,202.536
7083,CA-2017-106950,02/09/2017,06/09/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,3.444
7084,CA-2018-118724,21/07/2018,25/07/2018,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Concord,California,94521.0,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52,0.7040000000000001
7085,CA-2018-118724,21/07/2018,25/07/2018,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Concord,California,94521.0,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.192,325.2384
7086,CA-2018-112004,25/09/2018,28/09/2018,First Class,AH-10075,Adam Hart,Corporate,United States,Chester,Pennsylvania,19013.0,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,8.595,1.7190000000000003
7087,CA-2018-112004,25/09/2018,28/09/2018,First Class,AH-10075,Adam Hart,Corporate,United States,Chester,Pennsylvania,19013.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,190.896,38.1792
7088,US-2018-143175,03/08/2018,06/08/2018,Second Class,GA-14515,George Ashbrook,Consumer,United States,Los Angeles,California,90004.0,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,19.974000000000004
7089,CA-2016-105844,25/10/2016,27/10/2016,Second Class,JF-15415,Jennifer Ferguson,Consumer,United States,Sparks,Nevada,89431.0,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,15.872
7090,CA-2018-118864,15/06/2018,19/06/2018,Second Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90032.0,West,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96,23.992
7091,CA-2016-119480,09/01/2016,13/01/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,21.264
7092,CA-2016-119480,09/01/2016,13/01/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,32.688
7093,CA-2016-119480,09/01/2016,13/01/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76,8.552
7094,CA-2016-119480,09/01/2016,13/01/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,10.31
7095,US-2016-153374,09/02/2016,13/02/2016,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Decatur,Illinois,62521.0,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,479.952,95.99040000000001
7096,CA-2017-101980,19/08/2017,20/08/2017,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,146.688,29.3376
7097,CA-2017-101980,19/08/2017,20/08/2017,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,55.3568
7098,CA-2017-101980,19/08/2017,20/08/2017,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5.064
7099,CA-2018-144596,06/11/2018,10/11/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,318.96,63.792
7100,CA-2016-124933,26/12/2016,30/12/2016,Second Class,DF-13135,David Flashing,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,212.64,42.528
7101,CA-2015-159625,23/11/2015,28/11/2015,Standard Class,SM-20005,Sally Matthias,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,23.472,4.694400000000001
7102,CA-2017-144337,01/08/2017,05/08/2017,Second Class,SG-20890,Susan Gilcrest,Corporate,United States,Amarillo,Texas,79109.0,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,19.648,3.9296
7103,CA-2015-117478,21/09/2015,24/09/2015,First Class,LH-16750,Larry Hughes,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",6.57,1.314
7104,CA-2018-147410,04/09/2018,08/09/2018,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Santa Ana,California,92704.0,West,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",421.1,84.22000000000001
7105,CA-2018-128944,19/06/2018,21/06/2018,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,760.116,152.0232
7106,CA-2018-128944,19/06/2018,21/06/2018,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055.0,East,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,38.784,7.7568
7107,CA-2018-128944,19/06/2018,21/06/2018,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055.0,East,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",122.328,24.465600000000002
7108,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98,5.196000000000001
7109,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.28,0.656
7110,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,459.88,91.976
7111,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76,1.552
7112,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96,14.392
7113,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,10.98
7114,CA-2017-109666,19/04/2017,26/04/2017,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.28,1.8559999999999999
7115,US-2017-102239,05/05/2017,06/05/2017,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,89015.0,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,337.17600000000004
7116,US-2017-102239,05/05/2017,06/05/2017,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,89015.0,West,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,1.1456
7117,CA-2015-143168,18/10/2015,23/10/2015,Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103.0,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,12.392000000000001
7118,CA-2015-143168,18/10/2015,23/10/2015,Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,0.26880000000000004
7119,CA-2018-104906,13/02/2018,17/02/2018,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10009.0,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3.5880000000000005
7120,CA-2018-118122,17/11/2018,24/11/2018,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Seattle,Washington,98103.0,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2.7808
7121,US-2015-147774,20/01/2015,26/01/2015,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167.0,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,13.4388
7122,CA-2018-166926,01/12/2018,08/12/2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,41.86,8.372
7123,CA-2018-166926,01/12/2018,08/12/2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,98105.0,West,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,28.392000000000003
7124,CA-2016-128013,09/08/2016,16/08/2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035.0,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,2.004
7125,CA-2016-128013,09/08/2016,16/08/2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,28.824
7126,CA-2017-123176,27/09/2017,29/09/2017,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,17.94,3.5880000000000005
7127,CA-2017-123176,27/09/2017,29/09/2017,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,2.7780000000000005
7128,US-2017-117541,14/11/2017,20/11/2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Newark,Delaware,19711.0,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,16.45,3.29
7129,US-2017-117541,14/11/2017,20/11/2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Newark,Delaware,19711.0,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,19.92,3.9840000000000004
7130,CA-2017-166282,16/04/2017,22/04/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211.0,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,7.0336
7131,CA-2017-166282,16/04/2017,22/04/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,123.088,24.6176
7132,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,257.94,51.588
7133,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,375.992
7134,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,5.492000000000001
7135,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,17.996000000000002
7136,CA-2018-141439,26/11/2018,01/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,828.6,165.72000000000003
7137,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,1.4460000000000002
7138,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,17.44,3.4880000000000004
7139,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,62.88,12.576
7140,CA-2016-163965,20/11/2016,27/11/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.352,58.0704
7141,CA-2018-128783,07/09/2018,07/09/2018,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301.0,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,22.704
7142,CA-2018-128783,07/09/2018,07/09/2018,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301.0,Central,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3,27.060000000000002
7143,CA-2015-122217,24/11/2015,29/11/2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464.0,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15,22.230000000000004
7144,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,776.85,155.37
7145,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294,2.4588
7146,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,154.764,30.952800000000003
7147,US-2018-141558,11/03/2018,16/03/2018,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,43.28,8.656
7148,CA-2017-139941,12/06/2017,17/06/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561.0,East,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",92.94,18.588
7149,CA-2017-139941,12/06/2017,17/06/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561.0,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,52.56,10.512
7150,CA-2016-166583,26/06/2016,30/06/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Houston,Texas,77070.0,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.88,194.376
7151,CA-2018-100412,22/12/2018,26/12/2018,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Tuscaloosa,Alabama,35401.0,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",141.96,28.392000000000003
